x1;y1;x2;y2;class;manufacturer;type;class_name;manufacturer_name;type_name;image
180;43;870;713;167;35;4;Mitsubishi Lancer Sedan 2012;Mitsubishi;Sedan;01674.jpg
49;59;591;273;35;4;4;BMW M5 Sedan 2010;BMW;Sedan;01675.jpg
130;169;1537;1156;98;13;2;Eagle Talon Hatchback 1998;Eagle;Hatchback;01676.jpg
23;58;351;248;44;5;4;Bentley Continental Flying Spur Sedan 2007;Bentley;Sedan;01677.jpg
82;95;416;268;10;2;0;Aston Martin Virage Convertible 2012;Aston;Convertible;01678.jpg
14;137;621;429;64;9;7;Chevrolet Express Cargo Van 2007;Chevrolet;Van;01679.jpg
37;137;997;602;9;2;1;Aston Martin V8 Vantage Coupe 2012;Aston;Coupe;01680.jpg
69;282;1197;785;33;4;5;BMW X6 SUV 2012;BMW;SUV;01681.jpg
105;102;624;372;83;12;8;Dodge Caliber Wagon 2012;Dodge;Wagon;01682.jpg
19;55;244;160;86;12;6;Dodge Ram Pickup 3500 Crew Cab 2010;Dodge;Truck;01683.jpg
71;204;686;371;151;27;1;Lamborghini Aventador Coupe 2012;Lamborghini;Coupe;01684.jpg
56;224;1210;662;93;12;1;Dodge Challenger SRT8 2011;Dodge;Coupe;01685.jpg
39;61;348;283;113;17;6;Ford F-150 Regular Cab 2012;Ford;Truck;01686.jpg
16;29;180;119;30;4;8;BMW 3 Series Wagon 2012;BMW;Wagon;01687.jpg
205;34;1333;864;106;17;6;Ford F-450 Super Duty Crew Cab 2012;Ford;Truck;01688.jpg
16;54;295;158;80;10;0;Chrysler Crossfire Convertible 2008;Chrysler;Convertible;01689.jpg
23;34;190;96;70;9;6;Chevrolet Silverado 1500 Classic Extended Cab 2007;Chevrolet;Truck;01690.jpg
55;158;961;677;50;7;5;Buick Enclave SUV 2012;Buick;SUV;01691.jpg
79;300;627;589;140;22;4;Hyundai Azera Sedan 2012;Hyundai;Sedan;01692.jpg
40;43;988;701;131;22;5;Hyundai Santa Fe SUV 2012;Hyundai;SUV;01693.jpg
25;96;637;399;74;9;6;Chevrolet Silverado 1500 Extended Cab 2012;Chevrolet;Truck;01694.jpg
29;45;228;167;131;22;5;Hyundai Santa Fe SUV 2012;Hyundai;SUV;01695.jpg
43;30;247;147;188;45;4;Toyota Corolla Sedan 2012;Toyota;Sedan;01696.jpg
112;31;496;348;118;18;5;GMC Terrain SUV 2012;GMC;SUV;01697.jpg
57;67;256;179;123;19;0;Geo Metro Convertible 1993;Geo;Convertible;01698.jpg
19;18;254;198;189;45;5;Toyota 4Runner SUV 2012;Toyota;SUV;01699.jpg
42;77;573;431;18;3;8;Audi 100 Wagon 1994;Audi;Wagon;01700.jpg
82;42;254;159;95;12;5;Dodge Durango SUV 2007;Dodge;SUV;01701.jpg
97;77;495;405;60;9;8;Chevrolet HHR SS 2010;Chevrolet;Wagon;01702.jpg
123;35;487;297;46;6;1;Bugatti Veyron 16.4 Coupe 2009;Bugatti;Coupe;01703.jpg
28;28;378;239;84;12;8;Dodge Caliber Wagon 2007;Dodge;Wagon;01704.jpg
22;101;380;235;3;1;4;Acura TL Sedan 2012;Acura;Sedan;01705.jpg
19;74;381;232;7;1;2;Acura ZDX Hatchback 2012;Acura;Hatchback;01706.jpg
79;165;744;556;56;9;1;Chevrolet Corvette ZR1 2012;Chevrolet;Coupe;01707.jpg
80;169;366;254;46;6;1;Bugatti Veyron 16.4 Coupe 2009;Bugatti;Coupe;01708.jpg
236;133;472;319;96;12;4;Dodge Charger Sedan 2012;Dodge;Sedan;01709.jpg
149;76;1497;937;55;9;0;Chevrolet Corvette Convertible 2012;Chevrolet;Convertible;01710.jpg
231;72;1007;667;154;28;5;Land Rover Range Rover SUV 2012;Land Rover;SUV;01711.jpg
25;237;606;447;71;9;7;Chevrolet Express Van 2007;Chevrolet;Van;01712.jpg
43;237;515;445;171;36;1;Nissan 240SX Coupe 1998;Nissan;Coupe;01713.jpg
25;61;583;277;26;4;4;BMW ActiveHybrid 5 Sedan 2012;BMW;Sedan;01714.jpg
19;114;620;426;13;3;1;Audi A5 Coupe 2012;Audi;Coupe;01715.jpg
60;91;588;373;3;1;4;Acura TL Sedan 2012;Acura;Sedan;01716.jpg
9;51;489;295;153;27;1;Lamborghini Diablo Coupe 2001;Lamborghini;Coupe;01717.jpg
65;132;1790;1150;149;26;5;Jeep Compass SUV 2012;Jeep;SUV;01718.jpg
42;81;241;164;31;4;0;BMW 6 Series Convertible 2007;BMW;Convertible;01719.jpg
9;147;1022;612;167;35;4;Mitsubishi Lancer Sedan 2012;Mitsubishi;Sedan;01720.jpg
21;47;615;408;96;12;4;Dodge Charger Sedan 2012;Dodge;Sedan;01721.jpg
10;61;435;282;105;16;4;Fisker Karma Sedan 2012;Fisker;Sedan;01722.jpg
7;129;796;475;158;31;0;Maybach Landaulet Convertible 2012;Maybach;Convertible;01723.jpg
67;177;626;480;115;17;4;Ford Focus Sedan 2007;Ford;Sedan;01724.jpg
211;73;645;352;178;41;2;Scion xD Hatchback 2012;Scion;Hatchback;01725.jpg
73;97;587;375;162;34;4;Mercedes-Benz C-Class Sedan 2012;Mercedes-Benz;Sedan;01726.jpg
32;1;511;236;126;21;3;Honda Odyssey Minivan 2012;Honda;Minivan;01727.jpg
27;27;249;160;156;29;4;Lincoln Town Car Sedan 2011;Lincoln;Sedan;01728.jpg
15;113;469;317;150;27;1;Lamborghini Reventon Coupe 2008;Lamborghini;Coupe;01729.jpg
59;172;593;359;150;27;1;Lamborghini Reventon Coupe 2008;Lamborghini;Coupe;01730.jpg
80;78;400;326;67;9;4;Chevrolet Malibu Hybrid Sedan 2010;Chevrolet;Sedan;01731.jpg
12;134;677;432;87;12;6;Dodge Ram Pickup 3500 Quad Cab 2009;Dodge;Truck;01732.jpg
194;364;1292;837;13;3;1;Audi A5 Coupe 2012;Audi;Coupe;01733.jpg
237;435;1000;876;140;22;4;Hyundai Azera Sedan 2012;Hyundai;Sedan;01734.jpg
30;224;462;396;173;38;4;Porsche Panamera Sedan 2012;Porsche;Sedan;01735.jpg
20;56;419;265;69;9;6;Chevrolet Silverado 2500HD Regular Cab 2012;Chevrolet;Truck;01736.jpg
27;41;635;459;132;22;5;Hyundai Tucson SUV 2012;Hyundai;SUV;01737.jpg
14;38;224;173;134;22;4;Hyundai Sonata Hybrid Sedan 2012;Hyundai;Sedan;01738.jpg
41;71;488;309;195;47;5;Volvo XC90 SUV 2007;Volvo;SUV;01739.jpg
2;59;429;262;155;28;5;Land Rover LR2 SUV 2012;Land Rover;SUV;01740.jpg
52;31;423;275;139;22;2;Hyundai Elantra Touring Hatchback 2012;Hyundai;Hatchback;01741.jpg
11;9;255;182;131;22;5;Hyundai Santa Fe SUV 2012;Hyundai;SUV;01742.jpg
39;201;1003;681;80;10;0;Chrysler Crossfire Convertible 2008;Chrysler;Convertible;01743.jpg
39;64;558;215;144;25;1;Jaguar XK XKR 2012;Jaguar;Coupe;01744.jpg
24;49;996;767;71;9;7;Chevrolet Express Van 2007;Chevrolet;Van;01745.jpg
28;155;860;403;79;10;4;Chrysler 300 SRT-8 2010;Chrysler;Sedan;01746.jpg
92;77;585;409;169;36;7;Nissan NV Passenger Van 2012;Nissan;Van;01747.jpg
69;181;424;373;130;22;2;Hyundai Veloster Hatchback 2012;Hyundai;Hatchback;01748.jpg
7;52;130;129;157;30;0;MINI Cooper Roadster Convertible 2012;MINI Cooper;Convertible;01749.jpg
51;57;590;402;3;1;4;Acura TL Sedan 2012;Acura;Sedan;01750.jpg
22;24;378;170;53;8;6;Cadillac Escalade EXT Crew Cab 2007;Cadillac;Truck;01751.jpg
49;138;560;386;60;9;8;Chevrolet HHR SS 2010;Chevrolet;Wagon;01752.jpg
1;14;300;174;42;5;1;Bentley Continental GT Coupe 2012;Bentley;Coupe;01753.jpg
70;164;905;698;132;22;5;Hyundai Tucson SUV 2012;Hyundai;SUV;01754.jpg
7;44;253;154;13;3;1;Audi A5 Coupe 2012;Audi;Coupe;01755.jpg
514;43;1063;360;160;33;1;McLaren MP4-12C Coupe 2012;McLaren;Coupe;01756.jpg
55;72;410;239;38;4;0;BMW Z4 Convertible 2012;BMW;Convertible;01757.jpg
1;103;639;480;114;17;6;Ford F-150 Regular Cab 2007;Ford;Truck;01758.jpg
23;52;288;183;181;43;4;Suzuki Aerio Sedan 2007;Suzuki;Sedan;01759.jpg
38;31;180;112;123;19;0;Geo Metro Convertible 1993;Geo;Convertible;01760.jpg
23;27;611;426;183;43;2;Suzuki SX4 Hatchback 2012;Suzuki;Hatchback;01761.jpg
1;700;1189;1159;12;3;0;Audi RS 4 Convertible 2008;Audi;Convertible;01762.jpg
104;122;450;335;175;40;0;Rolls-Royce Phantom Drophead Coupe Convertible 2012;Rolls-Royce;Convertible;01763.jpg
79;134;587;364;149;26;5;Jeep Compass SUV 2012;Jeep;SUV;01764.jpg
56;40;195;160;111;17;6;Ford Ranger SuperCab 2011;Ford;Truck;01765.jpg
20;33;414;278;90;12;6;Dodge Dakota Crew Cab 2010;Dodge;Truck;01766.jpg
84;107;496;254;11;2;1;Aston Martin Virage Coupe 2012;Aston;Coupe;01767.jpg
26;149;626;425;9;2;1;Aston Martin V8 Vantage Coupe 2012;Aston;Coupe;01768.jpg
65;66;386;270;148;26;5;Jeep Grand Cherokee SUV 2012;Jeep;SUV;01769.jpg
86;159;659;406;47;7;4;Buick Regal GS 2012;Buick;Sedan;01770.jpg
40;53;561;346;156;29;4;Lincoln Town Car Sedan 2011;Lincoln;Sedan;01771.jpg
35;42;274;154;39;5;0;Bentley Continental Supersports Conv. Convertible 2012;Bentley;Convertible;01772.jpg
7;69;289;216;108;17;3;Ford Freestar Minivan 2007;Ford;Minivan;01773.jpg
27;124;732;521;195;47;5;Volvo XC90 SUV 2007;Volvo;SUV;01774.jpg
15;36;629;291;31;4;0;BMW 6 Series Convertible 2007;BMW;Convertible;01775.jpg
49;177;388;318;175;40;0;Rolls-Royce Phantom Drophead Coupe Convertible 2012;Rolls-Royce;Convertible;01776.jpg
66;71;388;309;101;15;1;Ferrari FF Coupe 2012;Ferrari;Coupe;01777.jpg
36;99;585;426;22;3;1;Audi S5 Coupe 2012;Audi;Coupe;01778.jpg
26;181;879;562;112;17;1;Ford GT Coupe 2006;Ford;Coupe;01779.jpg
95;194;505;464;168;36;2;Nissan Leaf Hatchback 2012;Nissan;Hatchback;01780.jpg
29;74;619;376;117;17;4;Ford Fiesta Sedan 2012;Ford;Sedan;01781.jpg
48;9;610;247;17;3;4;Audi 100 Sedan 1994;Audi;Sedan;01782.jpg
39;44;472;247;15;3;1;Audi R8 Coupe 2012;Audi;Coupe;01783.jpg
19;184;886;722;95;12;5;Dodge Durango SUV 2007;Dodge;SUV;01784.jpg
22;69;231;154;73;9;4;Chevrolet Malibu Sedan 2007;Chevrolet;Sedan;01785.jpg
114;67;553;371;10;2;0;Aston Martin Virage Convertible 2012;Aston;Convertible;01786.jpg
11;26;98;68;123;19;0;Geo Metro Convertible 1993;Geo;Convertible;01787.jpg
9;11;141;85;88;12;7;Dodge Sprinter Cargo Van 2009;Dodge;Van;01788.jpg
15;83;561;422;87;12;6;Dodge Ram Pickup 3500 Quad Cab 2009;Dodge;Truck;01789.jpg
45;81;578;397;113;17;6;Ford F-150 Regular Cab 2012;Ford;Truck;01790.jpg
40;58;1916;1018;170;36;2;Nissan Juke Hatchback 2012;Nissan;Hatchback;01791.jpg
44;20;1225;739;39;5;0;Bentley Continental Supersports Conv. Convertible 2012;Bentley;Convertible;01792.jpg
8;37;257;175;116;17;7;Ford E-Series Wagon Van 2012;Ford;Van;01793.jpg
115;157;619;361;178;41;2;Scion xD Hatchback 2012;Scion;Hatchback;01794.jpg
28;47;1007;598;78;10;3;Chrysler Town and Country Minivan 2012;Chrysler;Minivan;01795.jpg
127;49;552;331;78;10;3;Chrysler Town and Country Minivan 2012;Chrysler;Minivan;01796.jpg
25;19;612;302;154;28;5;Land Rover Range Rover SUV 2012;Land Rover;SUV;01797.jpg
42;158;496;355;171;36;1;Nissan 240SX Coupe 1998;Nissan;Coupe;01798.jpg
52;105;233;194;84;12;8;Dodge Caliber Wagon 2007;Dodge;Wagon;01799.jpg
47;97;608;440;124;20;6;HUMMER H3T Crew Cab 2010;HUMMER;Truck;01800.jpg
15;25;239;182;95;12;5;Dodge Durango SUV 2007;Dodge;SUV;01801.jpg
10;42;298;203;76;10;5;Chrysler Aspen SUV 2009;Chrysler;SUV;01802.jpg
58;48;340;217;13;3;1;Audi A5 Coupe 2012;Audi;Coupe;01803.jpg
37;334;1486;1120;93;12;1;Dodge Challenger SRT8 2011;Dodge;Coupe;01804.jpg
15;37;284;160;15;3;1;Audi R8 Coupe 2012;Audi;Coupe;01805.jpg
10;62;252;149;54;9;6;Chevrolet Silverado 1500 Hybrid Crew Cab 2012;Chevrolet;Truck;01806.jpg
14;135;374;268;34;4;1;BMW M3 Coupe 2012;BMW;Coupe;01807.jpg
82;133;974;665;75;9;6;Chevrolet Silverado 1500 Regular Cab 2012;Chevrolet;Truck;01808.jpg
39;155;555;343;177;40;4;Rolls-Royce Phantom Sedan 2012;Rolls-Royce;Sedan;01809.jpg
21;243;617;422;21;3;0;Audi S5 Convertible 2012;Audi;Convertible;01810.jpg
118;140;364;303;52;8;5;Cadillac SRX SUV 2012;Cadillac;SUV;01811.jpg
57;64;1005;608;59;9;0;Chevrolet Camaro Convertible 2012;Chevrolet;Convertible;01812.jpg
81;185;385;333;155;28;5;Land Rover LR2 SUV 2012;Land Rover;SUV;01813.jpg
6;128;448;341;194;47;4;Volvo 240 Sedan 1993;Volvo;Sedan;01814.jpg
14;23;250;163;54;9;6;Chevrolet Silverado 1500 Hybrid Crew Cab 2012;Chevrolet;Truck;01815.jpg
111;92;645;435;78;10;3;Chrysler Town and Country Minivan 2012;Chrysler;Minivan;01816.jpg
32;14;437;287;52;8;5;Cadillac SRX SUV 2012;Cadillac;SUV;01817.jpg
25;62;555;330;46;6;1;Bugatti Veyron 16.4 Coupe 2009;Bugatti;Coupe;01818.jpg
22;52;257;176;8;2;0;Aston Martin V8 Vantage Convertible 2012;Aston;Convertible;01819.jpg
88;233;956;620;164;34;4;Mercedes-Benz E-Class Sedan 2012;Mercedes-Benz;Sedan;01820.jpg
87;129;758;358;29;4;4;BMW 3 Series Sedan 2012;BMW;Sedan;01821.jpg
23;28;600;412;139;22;2;Hyundai Elantra Touring Hatchback 2012;Hyundai;Hatchback;01822.jpg
82;109;450;300;81;10;0;Chrysler PT Cruiser Convertible 2008;Chrysler;Convertible;01823.jpg
55;31;341;238;186;45;5;Toyota Sequoia SUV 2012;Toyota;SUV;01824.jpg
79;49;555;421;35;4;4;BMW M5 Sedan 2010;BMW;Sedan;01825.jpg
31;10;621;400;85;12;3;Dodge Caravan Minivan 1997;Dodge;Minivan;01826.jpg
188;282;1585;1157;63;9;4;Chevrolet Sonic Sedan 2012;Chevrolet;Sedan;01827.jpg
70;105;443;285;49;7;4;Buick Verano Sedan 2012;Buick;Sedan;01828.jpg
36;103;589;325;139;22;2;Hyundai Elantra Touring Hatchback 2012;Hyundai;Hatchback;01829.jpg
78;106;709;502;132;22;5;Hyundai Tucson SUV 2012;Hyundai;SUV;01830.jpg
43;69;608;452;116;17;7;Ford E-Series Wagon Van 2012;Ford;Van;01831.jpg
29;18;157;86;1;0;5;AM General Hummer SUV 2000;AM;SUV;01832.jpg
143;91;556;370;124;20;6;HUMMER H3T Crew Cab 2010;HUMMER;Truck;01834.jpg
72;94;577;397;91;12;6;Dodge Dakota Club Cab 2007;Dodge;Truck;01835.jpg
81;87;581;348;87;12;6;Dodge Ram Pickup 3500 Quad Cab 2009;Dodge;Truck;01836.jpg
79;118;373;262;90;12;6;Dodge Dakota Crew Cab 2010;Dodge;Truck;01837.jpg
5;37;280;157;27;4;0;BMW 1 Series Convertible 2012;BMW;Convertible;01838.jpg
124;43;955;406;26;4;4;BMW ActiveHybrid 5 Sedan 2012;BMW;Sedan;01839.jpg
98;55;686;463;144;25;1;Jaguar XK XKR 2012;Jaguar;Coupe;01840.jpg
5;56;495;210;26;4;4;BMW ActiveHybrid 5 Sedan 2012;BMW;Sedan;01841.jpg
30;36;452;237;163;34;1;Mercedes-Benz SL-Class Coupe 2009;Mercedes-Benz;Coupe;01842.jpg
17;87;635;468;186;45;5;Toyota Sequoia SUV 2012;Toyota;SUV;01843.jpg
33;176;608;468;194;47;4;Volvo 240 Sedan 1993;Volvo;Sedan;01844.jpg
65;65;268;180;162;34;4;Mercedes-Benz C-Class Sedan 2012;Mercedes-Benz;Sedan;01845.jpg
137;391;926;675;150;27;1;Lamborghini Reventon Coupe 2008;Lamborghini;Coupe;01846.jpg
160;208;1465;1018;55;9;0;Chevrolet Corvette Convertible 2012;Chevrolet;Convertible;01847.jpg
23;104;447;306;23;3;4;Audi S4 Sedan 2012;Audi;Sedan;01848.jpg
12;115;640;470;121;18;5;GMC Acadia SUV 2012;GMC;SUV;01849.jpg
309;190;970;506;140;22;4;Hyundai Azera Sedan 2012;Hyundai;Sedan;01850.jpg
11;104;293;185;31;4;0;BMW 6 Series Convertible 2007;BMW;Convertible;01851.jpg
27;21;626;433;8;2;0;Aston Martin V8 Vantage Convertible 2012;Aston;Convertible;01852.jpg
270;320;999;763;194;47;4;Volvo 240 Sedan 1993;Volvo;Sedan;01853.jpg
82;53;323;173;35;4;4;BMW M5 Sedan 2010;BMW;Sedan;01854.jpg
81;171;582;452;115;17;4;Ford Focus Sedan 2007;Ford;Sedan;01855.jpg
49;124;453;280;121;18;5;GMC Acadia SUV 2012;GMC;SUV;01856.jpg
11;77;267;180;44;5;4;Bentley Continental Flying Spur Sedan 2007;Bentley;Sedan;01857.jpg
8;61;1023;478;181;43;4;Suzuki Aerio Sedan 2007;Suzuki;Sedan;01858.jpg
114;11;542;414;172;37;1;Plymouth Neon Coupe 1999;Plymouth;Coupe;01859.jpg
67;119;601;406;191;46;2;Volkswagen Golf Hatchback 1991;Volkswagen;Hatchback;01860.jpg
13;42;497;366;148;26;5;Jeep Grand Cherokee SUV 2012;Jeep;SUV;01861.jpg
20;103;602;354;102;15;0;Ferrari California Convertible 2012;Ferrari;Convertible;01862.jpg
11;60;263;183;127;21;3;Honda Odyssey Minivan 2007;Honda;Minivan;01863.jpg
64;202;898;574;6;1;4;Acura Integra Type R 2001;Acura;Sedan;01864.jpg
19;83;631;404;191;46;2;Volkswagen Golf Hatchback 1991;Volkswagen;Hatchback;01865.jpg
364;343;720;543;99;14;2;FIAT 500 Abarth 2012;FIAT;Hatchback;01866.jpg
108;8;466;268;195;47;5;Volvo XC90 SUV 2007;Volvo;SUV;01867.jpg
78;63;564;344;26;4;4;BMW ActiveHybrid 5 Sedan 2012;BMW;Sedan;01868.jpg
21;34;251;171;122;18;6;GMC Canyon Extended Cab 2012;GMC;Truck;01869.jpg
178;424;1828;1090;3;1;4;Acura TL Sedan 2012;Acura;Sedan;01870.jpg
43;51;232;144;40;5;4;Bentley Arnage Sedan 2009;Bentley;Sedan;01871.jpg
17;29;615;377;177;40;4;Rolls-Royce Phantom Sedan 2012;Rolls-Royce;Sedan;01872.jpg
223;160;1420;907;107;17;0;Ford Mustang Convertible 2007;Ford;Convertible;01873.jpg
17;34;231;163;70;9;6;Chevrolet Silverado 1500 Classic Extended Cab 2007;Chevrolet;Truck;01874.jpg
68;197;1238;721;167;35;4;Mitsubishi Lancer Sedan 2012;Mitsubishi;Sedan;01875.jpg
11;101;618;419;49;7;4;Buick Verano Sedan 2012;Buick;Sedan;01876.jpg
43;101;961;612;15;3;1;Audi R8 Coupe 2012;Audi;Coupe;01877.jpg
64;110;738;529;132;22;5;Hyundai Tucson SUV 2012;Hyundai;SUV;01878.jpg
25;44;608;292;31;4;0;BMW 6 Series Convertible 2007;BMW;Convertible;01879.jpg
120;324;890;731;14;3;1;Audi TTS Coupe 2012;Audi;Coupe;01880.jpg
47;34;429;258;67;9;4;Chevrolet Malibu Hybrid Sedan 2010;Chevrolet;Sedan;01881.jpg
8;103;620;368;118;18;5;GMC Terrain SUV 2012;GMC;SUV;01882.jpg
36;146;558;342;22;3;1;Audi S5 Coupe 2012;Audi;Coupe;01883.jpg
55;95;600;410;69;9;6;Chevrolet Silverado 2500HD Regular Cab 2012;Chevrolet;Truck;01884.jpg
67;57;560;411;130;22;2;Hyundai Veloster Hatchback 2012;Hyundai;Hatchback;01885.jpg
11;25;320;225;100;14;0;FIAT 500 Convertible 2012;FIAT;Convertible;01886.jpg
32;114;688;406;78;10;3;Chrysler Town and Country Minivan 2012;Chrysler;Minivan;01888.jpg
157;153;392;310;100;14;0;FIAT 500 Convertible 2012;FIAT;Convertible;01889.jpg
210;382;1134;716;26;4;4;BMW ActiveHybrid 5 Sedan 2012;BMW;Sedan;01890.jpg
56;95;627;368;2;1;4;Acura RL Sedan 2012;Acura;Sedan;01891.jpg
42;47;292;192;37;4;5;BMW X3 SUV 2012;BMW;SUV;01892.jpg
84;86;571;348;119;18;7;GMC Savana Van 2012;GMC;Van;01893.jpg
51;84;616;398;137;22;4;Hyundai Genesis Sedan 2012;Hyundai;Sedan;01894.jpg
76;181;938;748;76;10;5;Chrysler Aspen SUV 2009;Chrysler;SUV;01895.jpg
107;7;679;258;155;28;5;Land Rover LR2 SUV 2012;Land Rover;SUV;01896.jpg
28;172;961;767;114;17;6;Ford F-150 Regular Cab 2007;Ford;Truck;01897.jpg
246;169;589;353;49;7;4;Buick Verano Sedan 2012;Buick;Sedan;01898.jpg
20;90;632;339;135;22;4;Hyundai Elantra Sedan 2007;Hyundai;Sedan;01899.jpg
11;15;277;157;115;17;4;Ford Focus Sedan 2007;Ford;Sedan;01900.jpg
56;92;446;327;7;1;2;Acura ZDX Hatchback 2012;Acura;Hatchback;01901.jpg
1;77;449;233;122;18;6;GMC Canyon Extended Cab 2012;GMC;Truck;01902.jpg
154;277;1453;979;85;12;3;Dodge Caravan Minivan 1997;Dodge;Minivan;01903.jpg
11;20;193;140;76;10;5;Chrysler Aspen SUV 2009;Chrysler;SUV;01904.jpg
25;98;617;386;69;9;6;Chevrolet Silverado 2500HD Regular Cab 2012;Chevrolet;Truck;01905.jpg
9;28;247;179;76;10;5;Chrysler Aspen SUV 2009;Chrysler;SUV;01906.jpg
45;8;233;178;111;17;6;Ford Ranger SuperCab 2011;Ford;Truck;01907.jpg
12;23;787;365;194;47;4;Volvo 240 Sedan 1993;Volvo;Sedan;01908.jpg
185;132;1015;677;38;4;0;BMW Z4 Convertible 2012;BMW;Convertible;01909.jpg
83;68;551;237;168;36;2;Nissan Leaf Hatchback 2012;Nissan;Hatchback;01910.jpg
91;175;567;410;6;1;4;Acura Integra Type R 2001;Acura;Sedan;01911.jpg
45;50;262;165;119;18;7;GMC Savana Van 2012;GMC;Van;01912.jpg
74;84;963;567;188;45;4;Toyota Corolla Sedan 2012;Toyota;Sedan;01913.jpg
49;43;212;153;116;17;7;Ford E-Series Wagon Van 2012;Ford;Van;01914.jpg
51;117;441;288;136;22;4;Hyundai Accent Sedan 2012;Hyundai;Sedan;01915.jpg
6;119;494;276;39;5;0;Bentley Continental Supersports Conv. Convertible 2012;Bentley;Convertible;01916.jpg
38;22;790;450;132;22;5;Hyundai Tucson SUV 2012;Hyundai;SUV;01917.jpg
8;3;135;86;1;0;5;AM General Hummer SUV 2000;AM;SUV;01918.jpg
26;133;618;347;36;4;0;BMW M6 Convertible 2010;BMW;Convertible;01919.jpg
118;8;790;598;116;17;7;Ford E-Series Wagon Van 2012;Ford;Van;01920.jpg
28;86;345;215;70;9;6;Chevrolet Silverado 1500 Classic Extended Cab 2007;Chevrolet;Truck;01921.jpg
112;274;1534;886;182;43;4;Suzuki Kizashi Sedan 2012;Suzuki;Sedan;01922.jpg
64;246;955;590;112;17;1;Ford GT Coupe 2006;Ford;Coupe;01923.jpg
331;486;1212;917;159;32;5;Mazda Tribute SUV 2011;Mazda;SUV;01924.jpg
29;86;614;456;78;10;3;Chrysler Town and Country Minivan 2012;Chrysler;Minivan;01925.jpg
10;53;631;294;103;15;0;Ferrari 458 Italia Convertible 2012;Ferrari;Convertible;01926.jpg
29;108;606;416;109;17;5;Ford Expedition EL SUV 2009;Ford;SUV;01927.jpg
1;49;234;141;92;12;8;Dodge Magnum Wagon 2008;Dodge;Wagon;01928.jpg
15;166;488;383;43;5;1;Bentley Continental GT Coupe 2007;Bentley;Coupe;01929.jpg
74;43;839;490;187;45;4;Toyota Camry Sedan 2012;Toyota;Sedan;01930.jpg
94;235;571;486;136;22;4;Hyundai Accent Sedan 2012;Hyundai;Sedan;01931.jpg
61;67;570;344;52;8;5;Cadillac SRX SUV 2012;Cadillac;SUV;01932.jpg
96;144;652;394;47;7;4;Buick Regal GS 2012;Buick;Sedan;01933.jpg
83;322;1415;773;105;16;4;Fisker Karma Sedan 2012;Fisker;Sedan;01934.jpg
171;179;544;381;43;5;1;Bentley Continental GT Coupe 2007;Bentley;Coupe;01935.jpg
78;99;736;438;146;26;5;Jeep Wrangler SUV 2012;Jeep;SUV;01936.jpg
212;192;578;332;103;15;0;Ferrari 458 Italia Convertible 2012;Ferrari;Convertible;01937.jpg
28;42;474;341;70;9;6;Chevrolet Silverado 1500 Classic Extended Cab 2007;Chevrolet;Truck;01938.jpg
37;87;463;298;78;10;3;Chrysler Town and Country Minivan 2012;Chrysler;Minivan;01939.jpg
1;7;200;125;177;40;4;Rolls-Royce Phantom Sedan 2012;Rolls-Royce;Sedan;01940.jpg
135;753;2152;1461;74;9;6;Chevrolet Silverado 1500 Extended Cab 2012;Chevrolet;Truck;01941.jpg
13;49;393;275;127;21;3;Honda Odyssey Minivan 2007;Honda;Minivan;01942.jpg
32;322;809;652;84;12;8;Dodge Caliber Wagon 2007;Dodge;Wagon;01943.jpg
17;54;288;189;13;3;1;Audi A5 Coupe 2012;Audi;Coupe;01944.jpg
6;17;262;151;48;7;5;Buick Rainier SUV 2007;Buick;SUV;01945.jpg
17;31;289;178;78;10;3;Chrysler Town and Country Minivan 2012;Chrysler;Minivan;01946.jpg
3;89;300;260;86;12;6;Dodge Ram Pickup 3500 Crew Cab 2010;Dodge;Truck;01947.jpg
55;110;454;280;25;3;1;Audi TT RS Coupe 2012;Audi;Coupe;01948.jpg
15;1;379;221;71;9;7;Chevrolet Express Van 2007;Chevrolet;Van;01949.jpg
80;123;419;293;163;34;1;Mercedes-Benz SL-Class Coupe 2009;Mercedes-Benz;Coupe;01950.jpg
55;49;669;294;110;17;5;Ford Edge SUV 2012;Ford;SUV;01951.jpg
11;31;490;266;1;0;5;AM General Hummer SUV 2000;AM;SUV;01952.jpg
61;368;1223;836;56;9;1;Chevrolet Corvette ZR1 2012;Chevrolet;Coupe;01953.jpg
17;121;550;344;19;3;2;Audi TT Hatchback 2011;Audi;Hatchback;01954.jpg
334;551;1260;1014;140;22;4;Hyundai Azera Sedan 2012;Hyundai;Sedan;01955.jpg
14;63;478;320;56;9;1;Chevrolet Corvette ZR1 2012;Chevrolet;Coupe;01956.jpg
15;188;463;350;135;22;4;Hyundai Elantra Sedan 2007;Hyundai;Sedan;01957.jpg
5;21;273;126;85;12;3;Dodge Caravan Minivan 1997;Dodge;Minivan;01958.jpg
71;137;910;601;66;9;4;Chevrolet Cobalt SS 2010;Chevrolet;Sedan;01959.jpg
59;224;915;708;169;36;7;Nissan NV Passenger Van 2012;Nissan;Van;01960.jpg
21;114;500;452;67;9;4;Chevrolet Malibu Hybrid Sedan 2010;Chevrolet;Sedan;01961.jpg
69;66;559;333;171;36;1;Nissan 240SX Coupe 1998;Nissan;Coupe;01962.jpg
7;123;637;397;72;9;1;Chevrolet Monte Carlo Coupe 2007;Chevrolet;Coupe;01963.jpg
